Codigo;Producto;Cantidad; UnitPrice; Neto; Iva; Total;Despacho;Referencia;;
DIY-F135-01;MOLDE DE PLASTICO;200; 157,79 ; 31.557,23 ; 6.627,02 ; 38.184,25 ;160470L;JUAN67;;
SIMO-PW0011-36;MOLDE DE PLASTICO;198; 157,79 ; 31.241,66 ; 6.560,75 ; 37.802,41 ;160470L;JUAN67;;
DIY-K011-24;MOLDE DE PLASTICO;120; 256,40 ; 30.768,30 ; 6.461,34 ; 37.229,64 ;160470L;JUAN67;;
DIY-F137-01;MOLDE DE PLASTICO;70; 414,19 ; 28.993,21 ; 6.088,57 ; 35.081,78 ;160470L;JUAN67;;
PW-WG93857-01;MOLDE DE PLASTICO;60; 433,91 ; 26.034,72 ; 5.467,29 ; 31.502,01 ;160470L;JUAN67;;
VALE-PW0001-082;MOLDE DE PLASTICO;100; 256,40 ; 25.640,25 ; 5.384,45 ; 31.024,70 ;160470L;JUAN67;;
PW-WG33504-01;MOLDE DE PLASTICO;75; 335,30 ; 25.147,17 ; 5.280,91 ; 30.428,07 ;160470L;JUAN67;;
PW-WG33504-02;MOLDE DE PLASTICO;90; 276,13 ; 24.851,32 ; 5.218,78 ; 30.070,10 ;160470L;JUAN67;;
PW-WG79665-03;MOLDE DE PLASTICO;126; 177,51 ; 22.366,19 ; 4.696,90 ; 27.063,09 ;160470L;JUAN67;;
PW-WG14394-02;MOLDE DE PLASTICO;45; 335,30 ; 15.088,30 ; 3.168,54 ; 18.256,84 ;160470L;JUAN67;;
PW-WG48432-02;MOLDE DE PLASTICO;45; 315,57 ; 14.200,75 ; 2.982,16 ; 17.182,91 ;160470L;JUAN67;;
CAND-PW0001-241C;MOLDE DE PLASTICO;60; 236,68 ; 14.200,75 ; 2.982,16 ; 17.182,91 ;160470L;JUAN67;;
WG70242-01;MOLDE DE PLASTICO;100; 118,34 ; 11.833,96 ; 2.485,13 ; 14.319,09 ;160470L;JUAN67;;
PW-WG48432-02;MOLDE DE PLASTICO;45; 256,40 ; 11.538,11 ; 2.423,00 ; 13.961,12 ;160470L;JUAN67;;
CAND-PW0001-241C;MOLDE DE PLASTICO;60; 177,51 ; 10.650,57 ; 2.236,62 ; 12.887,18 ;160470L;JUAN67;;
PW-WG65528-01;MOLDE DE PLASTICO;18; 512,81 ; 9.230,49 ; 1.938,40 ; 11.168,89 ;160470L;JUAN67;;
ZXFQ-PW0003-27A;PLASTIC KEY RING;75; 118,34 ; 8.875,47 ; 1.863,85 ; 10.739,32 ;160470L;JUAN67;;
PW-WG28754-01;MOLDE DE PLASTICO;25; 157,79 ; 3.944,65 ; 828,38 ; 4.773,03 ;160470L;JUAN67;;
H05-022B7;MASSAGER; 630 ; 537,51 ; 338.628,55 ; 71.112,00 ; 409.740,55 ;168132Y;JUAN66;;
H05-028A5;GLUE;2500; 124,04 ; 310.099,40 ; 65.120,87 ; 375.220,28 ;168132Y;JUAN66;;
DIY-G010-58B;MOLDE DE PLASTICO;1994; 144,71 ; 288.557,83 ; 60.597,14 ; 349.154,98 ;168132Y;JUAN66;;
H05-005B5;SOPORTE DE PLASTICO;2090; 124,04 ; 259.243,10 ; 54.441,05 ; 313.684,15 ;168132Y;JUAN66;;
TOOL-WH0021-48;MOLDE DE PLASTICO;1735; 124,04 ; 215.208,99 ; 45.193,89 ; 260.402,87 ;168132Y;JUAN66;;
TOOL-WH0021-48;MOLDE DE PLASTICO;1735; 124,04 ; 215.208,99 ; 45.193,89 ; 260.402,87 ;168132Y;JUAN66;;
TOOL-WH0021-48;MOLDE DE PLASTICO;1735; 124,04 ; 215.208,99 ; 45.193,89 ; 260.402,87 ;168132Y;JUAN66;;
G95-029B20;MASSAGER; 120 ; 1.757,23 ; 210.867,60 ; 44.282,19 ; 255.149,79 ;168132Y;JUAN66;;
DIY-LS0004-07;MOLDE DE PLASTICO;97; 1.178,38 ; 114.302,64 ; 24.003,55 ; 138.306,20 ;168132Y;JUAN66;;
DIY-L005-01-20mm;MOLDE DE PLASTICO;904; 124,04 ; 112.131,94 ; 23.547,71 ; 135.679,65 ;168132Y;JUAN66;;
SIMO-PW0001-084;MOLDE DE PLASTICO;790; 124,04 ; 97.991,41 ; 20.578,20 ; 118.569,61 ;168132Y;JUAN66;;
PW-WG79665-03;MOLDE DE PLASTICO;180; 496,16 ; 89.308,63 ; 18.754,81 ; 108.063,44 ;168132Y;JUAN66;;
CAND-PW0013-07A;MOLDE DE PLASTICO;379; 206,73 ; 78.351,78 ; 16.453,87 ; 94.805,66 ;168132Y;JUAN66;;
1-8;LASHES;600; 124,04 ; 74.423,86 ; 15.629,01 ; 90.052,87 ;168132Y;JUAN66;;
2-8;LASHES;600; 124,04 ; 74.423,86 ; 15.629,01 ; 90.052,87 ;168132Y;JUAN66;;
3-8;LASHES;600; 124,04 ; 74.423,86 ; 15.629,01 ; 90.052,87 ;168132Y;JUAN66;;
4-8;LASHES;600; 124,04 ; 74.423,86 ; 15.629,01 ; 90.052,87 ;168132Y;JUAN66;;
5-8;LASHES;600; 124,04 ; 74.423,86 ; 15.629,01 ; 90.052,87 ;168132Y;JUAN66;;
DIY-YW0006-49;SOPORTE DE ACERO;60; 1.178,38 ; 70.702,66 ; 14.847,56 ; 85.550,22 ;168132Y;JUAN66;;
DIY-YW0006-49;SOPORTE DE ACERO;60; 1.178,38 ; 70.702,66 ; 14.847,56 ; 85.550,22 ;168132Y;JUAN66;;
DIY-YW0006-49;SOPORTE DE ACERO;60; 1.178,38 ; 70.702,66 ; 14.847,56 ; 85.550,22 ;168132Y;JUAN66;;
DIY-YW0006-49;SOPORTE DE ACERO;60; 1.178,38 ; 70.702,66 ; 14.847,56 ; 85.550,22 ;168132Y;JUAN66;;
DIY-YW0006-49;SOPORTE DE ACERO;60; 1.157,70 ; 69.462,27 ; 14.587,08 ; 84.049,34 ;168132Y;JUAN66;;
DIY-YW0006-49;SOPORTE DE ACERO;160; 434,14 ; 69.462,27 ; 14.587,08 ; 84.049,34 ;168132Y;JUAN66;;
CAND-PW0013-27A;MOLDE DE PLASTICO;320; 206,73 ; 66.154,54 ; 13.892,45 ; 80.046,99 ;168132Y;JUAN66;;
DIY-X0098-15S;SEQUINS;200; 330,77 ; 66.154,54 ; 13.892,45 ; 80.046,99 ;168132Y;JUAN66;;
6-8;LASHES;510; 124,04 ; 63.260,28 ; 13.284,66 ; 76.544,94 ;168132Y;JUAN66;;
PW-WG19568-05;MOLDE DE PLASTICO;480; 124,04 ; 59.539,09 ; 12.503,21 ; 72.042,29 ;168132Y;JUAN66;;
PW-WG80832-01;MOLDE DE PLASTICO;89; 661,55 ; 58.877,54 ; 12.364,28 ; 71.241,82 ;168132Y;JUAN66;;
TOOL-D054-01A;APARATO DE UÑAS;60; 971,64 ; 58.298,69 ; 12.242,72 ; 70.541,41 ;168132Y;JUAN66;;
TOOL-D054-01A;APARATO DE UÑAS;60; 971,64 ; 58.298,69 ; 12.242,72 ; 70.541,41 ;168132Y;JUAN66;;
CAND-PW0008-20A;MOLDE DE PLASTICO;390; 144,71 ; 56.438,09 ; 11.852,00 ; 68.290,09 ;168132Y;JUAN66;;
AJEW-M212-01A;MOLDE DE PLASTICO;150; 351,45 ; 52.716,90 ; 11.070,55 ; 63.787,45 ;168132Y;JUAN66;;
DIY-FS0002-31;BIJOU;100; 516,83 ; 51.683,23 ; 10.853,48 ; 62.536,71 ;168132Y;JUAN66;;
DIY-H001-07;MOLDE DE PLASTICO;90; 558,18 ; 50.236,10 ; 10.549,58 ; 60.785,69 ;168132Y;JUAN66;;
PW-WG68217-01;MOLDE DE PLASTICO;100; 496,16 ; 49.615,90 ; 10.419,34 ; 60.035,24 ;168132Y;JUAN66;;
DIY-YW0006-49;SOPORTE DE ACERO;60; 785,59 ; 47.135,11 ; 9.898,37 ; 57.033,48 ;168132Y;JUAN66;;
DIY-F035-05;MOLDE DE PLASTICO;125; 372,12 ; 46.514,91 ; 9.768,13 ; 56.283,04 ;168132Y;JUAN66;;
WOCR-PW0001-350A-02;SCREWDRIVERS SHANKS;200; 227,41 ; 45.481,25 ; 9.551,06 ; 55.032,31 ;168132Y;JUAN66;;
PW-WG79665-01;MOLDE DE PLASTICO;180; 248,08 ; 44.654,31 ; 9.377,41 ; 54.031,72 ;168132Y;JUAN66;;
7-8;LASHES;180; 248,08 ; 44.654,31 ; 9.377,41 ; 54.031,72 ;168132Y;JUAN66;;
PW-WG46998-03;MOLDE DE PLASTICO;50; 888,95 ; 44.447,58 ; 9.333,99 ; 53.781,57 ;168132Y;JUAN66;;
DIY-YW0008-14;SEQUINS;50; 888,95 ; 44.447,58 ; 9.333,99 ; 53.781,57 ;168132Y;JUAN66;;
8-8;TWEEZER;300; 144,71 ; 43.413,92 ; 9.116,92 ; 52.530,84 ;168132Y;JUAN66;;
SOAP-PW0002-06;MOLDE DE PLASTICO;80; 475,49 ; 38.038,86 ; 7.988,16 ; 46.027,02 ;168132Y;JUAN66;;
DIY-P059-03B;MOLDE DE PLASTICO;300; 124,04 ; 37.211,93 ; 7.814,50 ; 45.026,43 ;168132Y;JUAN66;;
DIY-D049-16;MOLDE DE PLASTICO;300; 124,04 ; 37.211,93 ; 7.814,50 ; 45.026,43 ;168132Y;JUAN66;;
PW-WG82528-01;MOLDE DE PLASTICO;180; 206,73 ; 37.211,93 ; 7.814,50 ; 45.026,43 ;168132Y;JUAN66;;
DIY-YW0004-15;SEQUINS;100; 372,12 ; 37.211,93 ; 7.814,50 ; 45.026,43 ;168132Y;JUAN66;;
CAND-PW0009-01;MOLDE DE PLASTICO;80; 454,81 ; 36.385,00 ; 7.640,85 ; 44.025,85 ;168132Y;JUAN66;;
DIY-FS0001-39;METAL KEY RING;250; 144,71 ; 36.178,26 ; 7.597,44 ; 43.775,70 ;168132Y;JUAN66;;
DIY-X0098-15G;SEQUINS;100; 351,45 ; 35.144,60 ; 7.380,37 ; 42.524,97 ;168132Y;JUAN66;;
DIY-YW0005-55G;METAL KEY RING;280; 124,04 ; 34.731,13 ; 7.293,54 ; 42.024,67 ;168132Y;JUAN66;;
DIY-E055-31;MOLDE DE PLASTICO;146; 227,41 ; 33.201,31 ; 6.972,28 ; 40.173,58 ;168132Y;JUAN66;;
AJEW-WH0042-04;MOLDE DE PLASTICO;100; 330,77 ; 33.077,27 ; 6.946,23 ; 40.023,50 ;168132Y;JUAN66;;
DIY-E018-17;MOLDE DE PLASTICO;200; 165,39 ; 33.077,27 ; 6.946,23 ; 40.023,50 ;168132Y;JUAN66;;
DIY-G091-07J;MOLDE DE PLASTICO;40; 806,26 ; 32.250,34 ; 6.772,57 ; 39.022,91 ;168132Y;JUAN66;;
PW-WG70504-01;MOLDE DE PLASTICO;90; 351,45 ; 31.630,14 ; 6.642,33 ; 38.272,47 ;168132Y;JUAN66;;
SOAP-PW0001-046D;MOLDE DE PLASTICO;150; 206,73 ; 31.009,94 ; 6.512,09 ; 37.522,03 ;168132Y;JUAN66;;
DIY-Q033-10D;MOLDE DE PLASTICO;140; 206,73 ; 28.942,61 ; 6.077,95 ; 35.020,56 ;168132Y;JUAN66;;
DIY-G091-07G;MOLDE DE PLASTICO;60; 454,81 ; 27.288,75 ; 5.730,64 ; 33.019,38 ;168132Y;JUAN66;;
PURS-PW0003-007;CESTO DE METAL;50; 516,83 ; 25.841,62 ; 5.426,74 ; 31.268,36 ;168132Y;JUAN66;;
DIY-L005-01-20mm;MOLDE DE PLASTICO;206; 124,04 ; 25.552,19 ; 5.365,96 ; 30.918,15 ;168132Y;JUAN66;;
WG86598-01;MOLDE DE PLASTICO;200; 124,04 ; 24.807,95 ; 5.209,67 ; 30.017,62 ;168132Y;JUAN66;;
SIMO-PW0011-36;MOLDE DE PLASTICO;200; 124,04 ; 24.807,95 ; 5.209,67 ; 30.017,62 ;168132Y;JUAN66;;
WG45115-02;MOLDE DE PLASTICO;200; 124,04 ; 24.807,95 ; 5.209,67 ; 30.017,62 ;168132Y;JUAN66;;
WOOD-C006-01Q;SEQUINS;100; 248,08 ; 24.807,95 ; 5.209,67 ; 30.017,62 ;168132Y;JUAN66;;
SIMO-D003-07A;MOLDE DE PLASTICO;198; 124,04 ; 24.559,87 ; 5.157,57 ; 29.717,45 ;168132Y;JUAN66;;
ANIM-PW0003-068B;MOLDE DE PLASTICO;90; 268,75 ; 24.187,75 ; 5.079,43 ; 29.267,18 ;168132Y;JUAN66;;
PW-WG34714-02;MOLDE DE PLASTICO;45; 516,83 ; 23.257,46 ; 4.884,07 ; 28.141,52 ;168132Y;JUAN66;;
PT-L004-56;NAIL CLIPPER;100; 227,41 ; 22.740,62 ; 4.775,53 ; 27.516,15 ;168132Y;JUAN66;;
PW-WG26089-01;MOLDE DE PLASTICO;180; 124,04 ; 22.327,16 ; 4.688,70 ; 27.015,86 ;168132Y;JUAN66;;
PW-WG23893-01;MOLDE DE PLASTICO;60; 372,12 ; 22.327,16 ; 4.688,70 ; 27.015,86 ;168132Y;JUAN66;;
DIY-Z018-03A;MOLDE DE PLASTICO;150; 144,71 ; 21.706,96 ; 4.558,46 ; 26.265,42 ;168132Y;JUAN66;;
DIY-M054-06A;MOLDE DE PLASTICO;75; 268,75 ; 20.156,46 ; 4.232,86 ; 24.389,32 ;168132Y;JUAN66;;
WG66413-02;MOLDE DE PLASTICO;60; 310,10 ; 18.605,96 ; 3.907,25 ; 22.513,22 ;168132Y;JUAN66;;
PW-WG79528-01;MOLDE DE PLASTICO;120; 144,71 ; 17.365,57 ; 3.646,77 ; 21.012,34 ;168132Y;JUAN66;;
PW-WG40893-01;MOLDE DE PLASTICO;140; 124,04 ; 17.365,57 ; 3.646,77 ; 21.012,34 ;168132Y;JUAN66;;
DIY-K067-01;MOLDE DE PLASTICO;45; 372,12 ; 16.745,37 ; 3.516,53 ; 20.261,90 ;168132Y;JUAN66;;
DIY-YW0003-73;SOPORTE DE ACERO;50; 330,77 ; 16.538,63 ; 3.473,11 ; 20.011,75 ;168132Y;JUAN66;;
PW-WG39439-01;MOLDE DE PLASTICO;100; 165,39 ; 16.538,63 ; 3.473,11 ; 20.011,75 ;168132Y;JUAN66;;
DIY-G010-64;MOLDE DE PLASTICO;100; 124,04 ; 12.403,98 ; 2.604,83 ; 15.008,81 ;168132Y;JUAN66;;
TOOL-WH0030-05;SCREWDRIVERS SHANKS;100; 124,04 ; 12.403,98 ; 2.604,83 ; 15.008,81 ;168132Y;JUAN66;;
CAND-PW0001-094;MOLDE DE PLASTICO;46; 248,08 ; 11.411,66 ; 2.396,45 ; 13.808,11 ;168132Y;JUAN66;;
PW-WG44451-01;MOLDE DE PLASTICO;30; 310,10 ; 9.302,98 ; 1.953,63 ; 11.256,61 ;168132Y;JUAN66;;
PW-WG39552-01;MOLDE DE PLASTICO;40; 227,41 ; 9.096,25 ; 1.910,21 ; 11.006,46 ;168132Y;JUAN66;;
AJEW-M227-01A;MOLDE DE PLASTICO;60; 144,71 ; 8.682,78 ; 1.823,38 ; 10.506,17 ;168132Y;JUAN66;;
SIMO-PW0016-20B;MOLDE DE PLASTICO;60; 144,71 ; 8.682,78 ; 1.823,38 ; 10.506,17 ;168132Y;JUAN66;;
WG66413-01;MOLDE DE PLASTICO;60; 124,04 ; 7.442,39 ; 1.562,90 ; 9.005,29 ;168132Y;JUAN66;;
DIY-WH0141-02D;MOLDE DE PLASTICO;60; 124,04 ; 7.442,39 ; 1.562,90 ; 9.005,29 ;168132Y;JUAN66;;
EAER-PW0001-049;MOLDE DE PLASTICO;50; 144,71 ; 7.235,65 ; 1.519,49 ; 8.755,14 ;168132Y;JUAN66;;
HUDU-PW0001-092D;PLASTIC FLOWERS;50; 124,04 ; 6.201,99 ; 1.302,42 ; 7.504,41 ;168132Y;JUAN66;;
AJEW-M227-01A;MOLDE DE PLASTICO;40; 124,04 ; 4.961,59 ; 1.041,93 ; 6.003,52 ;168132Y;JUAN66;;
CAND-PW0001-094;MOLDE DE PLASTICO;4; 372,12 ; 1.488,48 ; 312,58 ; 1.801,06 ;168132Y;JUAN66;;
H02-027F7;VENTILADOR DE MANO USB; 504 ; 1.320,64 ; 665.604,11 ; 139.776,86 ; 805.380,97 ;154982W;JUAN65;;
H02-027C7;VENTILADOR DE MANO USB;1008; 600,29 ; 605.094,64 ; 127.069,87 ; 732.164,52 ;154982W;JUAN65;;
H02-014A5;ARTICULO DOMESTICO DE PLASTICO;990; 400,19 ; 396.192,92 ; 83.200,51 ; 479.393,43 ;154982W;JUAN65;;
H03-002C25;ARTICULO DOMESTICO DE PLASTICO;20; 360,18 ; 7.203,51 ; 1.512,74 ; 8.716,24 ;154982W;JUAN65;;
G101-001B20;SABER;2000; 1.349,02   ; 2.698.043,24   ; 566.589,08   ; 3.264.632,31   ;126957A;JUAN60;;
G101-001A20;SABER;2000; 1.241,10   ; 2.482.199,78   ; 521.261,95   ; 3.003.461,73   ;126957A;JUAN60;;
G98-021B3;SOPORTE DE PLASTICO; 4.320 ; 161,88 ; 699.332,81 ; 146.859,89 ; 846.192,70 ;126957A;JUAN60;;
G98-022I3;SOPORTE DE PLASTICO; 4.320 ; 161,88 ; 699.332,81 ; 146.859,89 ; 846.192,70 ;126957A;JUAN60;;
G98-022J3;SOPORTE DE PLASTICO; 4.320 ; 161,88 ; 699.332,81 ; 146.859,89 ; 846.192,70 ;126957A;JUAN60;;
G91-025S5;SOPORTE DE PLASTICO;4000; 161,88 ; 647.530,38 ; 135.981,38 ; 783.511,76 ;126957A;JUAN60;;
G91-025T5;SOPORTE DE PLASTICO;4000; 161,88 ; 647.530,38 ; 135.981,38 ; 783.511,76 ;126957A;JUAN60;;
G91-026T5;SOPORTE DE PLASTICO;1000; 566,59 ; 566.589,08 ; 118.983,71 ; 685.572,79 ;126957A;JUAN60;;
G91-025F5;SOPORTE DE PLASTICO;1000; 539,61 ; 539.608,65 ; 113.317,82 ; 652.926,46 ;126957A;JUAN60;;
G91-026O10;SOPORTE DE PLASTICO;1000; 539,61 ; 539.608,65 ; 113.317,82 ; 652.926,46 ;126957A;JUAN60;;
G91-026P10;SOPORTE DE PLASTICO;1000; 539,61 ; 539.608,65 ; 113.317,82 ; 652.926,46 ;126957A;JUAN60;;
G91-026W5;SOPORTE DE PLASTICO;1000; 539,61 ; 539.608,65 ; 113.317,82 ; 652.926,46 ;126957A;JUAN60;;
G96-021E3;SOPORTE DE PLASTICO;2160; 242,82 ; 524.499,60 ; 110.144,92 ; 634.644,52 ;126957A;JUAN60;;
G91-025C10;SOPORTE DE PLASTICO;1000; 512,63 ; 512.628,21 ; 107.651,93 ; 620.280,14 ;126957A;JUAN60;;
G91-025U5;SOPORTE DE PLASTICO;1000; 512,63 ; 512.628,21 ; 107.651,93 ; 620.280,14 ;126957A;JUAN60;;
G100-035H3;SOPORTE DE PLASTICO;1296; 377,73 ; 489.532,96 ; 102.801,92 ; 592.334,89 ;126957A;JUAN60;;
G98-009E3;SOPORTE DE PLASTICO;864; 566,59 ; 489.532,96 ; 102.801,92 ; 592.334,89 ;126957A;JUAN60;;
G91-026X2;SOPORTE DE PLASTICO;3000; 161,88 ; 485.647,78 ; 101.986,03 ; 587.633,82 ;126957A;JUAN60;;
G91-023G10;SOPORTE DE PLASTICO;1000; 485,65 ; 485.647,78 ; 101.986,03 ; 587.633,82 ;126957A;JUAN60;;
G91-025V5;SOPORTE DE PLASTICO;1000; 485,65 ; 485.647,78 ; 101.986,03 ; 587.633,82 ;126957A;JUAN60;;
G91-027L5;SOPORTE DE PLASTICO;2000; 242,82 ; 485.647,78 ; 101.986,03 ; 587.633,82 ;126957A;JUAN60;;
G91-023Q6;SOPORTE DE PLASTICO;600; 782,43 ; 469.459,52 ; 98.586,50 ; 568.046,02 ;126957A;JUAN60;;
G98-009S3;SOPORTE DE PLASTICO;2160; 215,84 ; 466.221,87 ; 97.906,59 ; 564.128,46 ;126957A;JUAN60;;
G100-035K3;SOPORTE DE PLASTICO;1152; 404,71 ; 466.221,87 ; 97.906,59 ; 564.128,46 ;126957A;JUAN60;;
G91-023Y10;SOPORTE DE PLASTICO;1000; 458,67 ; 458.667,35 ; 96.320,14 ; 554.987,49 ;126957A;JUAN60;;
G91-025H10;SOPORTE DE PLASTICO;1000; 458,67 ; 458.667,35 ; 96.320,14 ; 554.987,49 ;126957A;JUAN60;;
G91-023K10;SOPORTE DE PLASTICO;1000; 431,69 ; 431.686,92 ; 90.654,25 ; 522.341,17 ;126957A;JUAN60;;
G91-023T5;SOPORTE DE PLASTICO;1000; 431,69 ; 431.686,92 ; 90.654,25 ; 522.341,17 ;126957A;JUAN60;;
G91-026J5;SOPORTE DE PLASTICO;1000; 431,69 ; 431.686,92 ; 90.654,25 ; 522.341,17 ;126957A;JUAN60;;
G100-035A3;SOPORTE DE PLASTICO;864; 485,65 ; 419.599,68 ; 88.115,93 ; 507.715,62 ;126957A;JUAN60;;
G100-035B3;SOPORTE DE PLASTICO;864; 485,65 ; 419.599,68 ; 88.115,93 ; 507.715,62 ;126957A;JUAN60;;
G91-023F5;SOPORTE DE PLASTICO;1000; 404,71 ; 404.706,49 ; 84.988,36 ; 489.694,85 ;126957A;JUAN60;;
G91-023J10;SOPORTE DE PLASTICO;1000; 404,71 ; 404.706,49 ; 84.988,36 ; 489.694,85 ;126957A;JUAN60;;
G91-023U5;SOPORTE DE PLASTICO;1000; 404,71 ; 404.706,49 ; 84.988,36 ; 489.694,85 ;126957A;JUAN60;;
G91-023S5;SOPORTE DE PLASTICO;1000; 377,73 ; 377.726,05 ; 79.322,47 ; 457.048,52 ;126957A;JUAN60;;
G91-025G5;SOPORTE DE PLASTICO;1000; 377,73 ; 377.726,05 ; 79.322,47 ; 457.048,52 ;126957A;JUAN60;;
G91-027N5;SOPORTE DE PLASTICO;2000; 188,86 ; 377.726,05 ; 79.322,47 ; 457.048,52 ;126957A;JUAN60;;
G91-023P6;SOPORTE DE PLASTICO;600; 620,55 ; 372.329,97 ; 78.189,29 ; 450.519,26 ;126957A;JUAN60;;
G98-021E3;SOPORTE DE PLASTICO;864; 377,73 ; 326.355,31 ; 68.534,62 ; 394.889,92 ;126957A;JUAN60;;
G91-025E5;SOPORTE DE PLASTICO;1000; 323,77 ; 323.765,19 ; 67.990,69 ; 391.755,88 ;126957A;JUAN60;;
G91-025Q5;SOPORTE DE PLASTICO;1000; 323,77 ; 323.765,19 ; 67.990,69 ; 391.755,88 ;126957A;JUAN60;;
G91-026K5;SOPORTE DE PLASTICO;1000; 323,77 ; 323.765,19 ; 67.990,69 ; 391.755,88 ;126957A;JUAN60;;
G91-027O5;SOPORTE DE PLASTICO;2000; 161,88 ; 323.765,19 ; 67.990,69 ; 391.755,88 ;126957A;JUAN60;;
G102-012A5;LUCES DE NAVIDAD;500; 647,53 ; 323.765,19 ; 67.990,69 ; 391.755,88 ;126957A;JUAN60;;
G98-008W3;SOPORTE DE PLASTICO;1296; 242,82 ; 314.699,76 ; 66.086,95 ; 380.786,71 ;126957A;JUAN60;;
G98-022F3;SOPORTE DE PLASTICO;1296; 242,82 ; 314.699,76 ; 66.086,95 ; 380.786,71 ;126957A;JUAN60;;
G91-026C5;SOPORTE DE PLASTICO;1000; 296,78 ; 296.784,76 ; 62.324,80 ; 359.109,55 ;126957A;JUAN60;;
G91-026I5;SOPORTE DE PLASTICO;1000; 296,78 ; 296.784,76 ; 62.324,80 ; 359.109,55 ;126957A;JUAN60;;
G91-026M5;SOPORTE DE PLASTICO;1000; 296,78 ; 296.784,76 ; 62.324,80 ; 359.109,55 ;126957A;JUAN60;;
G91-026R5;SOPORTE DE PLASTICO;1000; 296,78 ; 296.784,76 ; 62.324,80 ; 359.109,55 ;126957A;JUAN60;;
G91-026V5;SOPORTE DE PLASTICO;1000; 296,78 ; 296.784,76 ; 62.324,80 ; 359.109,55 ;126957A;JUAN60;;
G91-027J5;SOPORTE DE PLASTICO;1000; 296,78 ; 296.784,76 ; 62.324,80 ; 359.109,55 ;126957A;JUAN60;;
G100-035C3;SOPORTE DE PLASTICO;1296; 215,84 ; 279.733,12 ; 58.743,96 ; 338.477,08 ;126957A;JUAN60;;
G100-035E3;SOPORTE DE PLASTICO;1728; 161,88 ; 279.733,12 ; 58.743,96 ; 338.477,08 ;126957A;JUAN60;;
G100-035F3;SOPORTE DE PLASTICO;1728; 161,88 ; 279.733,12 ; 58.743,96 ; 338.477,08 ;126957A;JUAN60;;
G100-035G3;SOPORTE DE PLASTICO;1728; 161,88 ; 279.733,12 ; 58.743,96 ; 338.477,08 ;126957A;JUAN60;;
G100-035I3;SOPORTE DE PLASTICO;1728; 161,88 ; 279.733,12 ; 58.743,96 ; 338.477,08 ;126957A;JUAN60;;
G102-015D3;CORTINA COTILLON;1440; 188,86 ; 271.962,76 ; 57.112,18 ; 329.074,94 ;126957A;JUAN60;;
G102-015E3;CORTINA COTILLON;1440; 188,86 ; 271.962,76 ; 57.112,18 ; 329.074,94 ;126957A;JUAN60;;
G91-025K5;SOPORTE DE PLASTICO;1000; 269,80 ; 269.804,32 ; 56.658,91 ; 326.463,23 ;126957A;JUAN60;;
G91-025M5;SOPORTE DE PLASTICO;1000; 269,80 ; 269.804,32 ; 56.658,91 ; 326.463,23 ;126957A;JUAN60;;
G91-025N5;SOPORTE DE PLASTICO;1000; 269,80 ; 269.804,32 ; 56.658,91 ; 326.463,23 ;126957A;JUAN60;;
G91-026A5;SOPORTE DE PLASTICO;1000; 269,80 ; 269.804,32 ; 56.658,91 ; 326.463,23 ;126957A;JUAN60;;
G91-026D5;SOPORTE DE PLASTICO;1000; 269,80 ; 269.804,32 ; 56.658,91 ; 326.463,23 ;126957A;JUAN60;;
G91-026N5;SOPORTE DE PLASTICO;1000; 269,80 ; 269.804,32 ; 56.658,91 ; 326.463,23 ;126957A;JUAN60;;
G91-026U5;SOPORTE DE PLASTICO;1000; 269,80 ; 269.804,32 ; 56.658,91 ; 326.463,23 ;126957A;JUAN60;;
G102-015F3;CORTINA COTILLON;720; 350,75 ; 252.536,85 ; 53.032,74 ; 305.569,58 ;126957A;JUAN60;;
G91-023E5;SOPORTE DE PLASTICO;1000; 242,82 ; 242.823,89 ; 50.993,02 ; 293.816,91 ;126957A;JUAN60;;
G91-023L5;SOPORTE DE PLASTICO;1000; 242,82 ; 242.823,89 ; 50.993,02 ; 293.816,91 ;126957A;JUAN60;;
G91-023M5;SOPORTE DE PLASTICO;1000; 242,82 ; 242.823,89 ; 50.993,02 ; 293.816,91 ;126957A;JUAN60;;
G91-023N5;SOPORTE DE PLASTICO;1000; 242,82 ; 242.823,89 ; 50.993,02 ; 293.816,91 ;126957A;JUAN60;;
G91-023Z5;SOPORTE DE PLASTICO;1000; 242,82 ; 242.823,89 ; 50.993,02 ; 293.816,91 ;126957A;JUAN60;;
G91-025J5;SOPORTE DE PLASTICO;1000; 242,82 ; 242.823,89 ; 50.993,02 ; 293.816,91 ;126957A;JUAN60;;
G91-026F5;SOPORTE DE PLASTICO;1000; 242,82 ; 242.823,89 ; 50.993,02 ; 293.816,91 ;126957A;JUAN60;;
G91-027G5;SOPORTE DE PLASTICO;1000; 242,82 ; 242.823,89 ; 50.993,02 ; 293.816,91 ;126957A;JUAN60;;
G91-027K5;SOPORTE DE PLASTICO;1000; 242,82 ; 242.823,89 ; 50.993,02 ; 293.816,91 ;126957A;JUAN60;;
G91-027P5;SOPORTE DE PLASTICO;1000; 242,82 ; 242.823,89 ; 50.993,02 ; 293.816,91 ;126957A;JUAN60;;
G91-025A5;SOPORTE DE PLASTICO;1000; 215,84 ; 215.843,46 ; 45.327,13 ; 261.170,59 ;126957A;JUAN60;;
G91-025I5;SOPORTE DE PLASTICO;1000; 215,84 ; 215.843,46 ; 45.327,13 ; 261.170,59 ;126957A;JUAN60;;
