Codigo;Producto;Cantidad; UnitPrice; Neto; Iva; Total;Despacho;Referencia;;
H54-014O2;COSMETIC CASE; 960 ; 284,83 ; 273.439,63   ; 57.422,32   ; 330.861,96   ;247538A;JUAN113;;
H54-014R2;COSMETIC CASE; 960 ; 284,83 ; 273.439,63   ; 57.422,32   ; 330.861,96   ;247538A;JUAN113;;
H54-014T2;COSMETIC CASE; 960 ; 284,83 ; 273.439,63   ; 57.422,32   ; 330.861,96   ;247538A;JUAN113;;
H56-050A1;COSMETIC CASE; 40 ; 3.210,84 ; 128.433,77   ; 26.971,09   ; 155.404,86   ;247538A;JUAN113;;
H49-019I5;USB HAND FAN; 60 ; 2.019,72 ; 121.183,47   ; 25.448,53   ; 146.632,00   ;247538A;JUAN113;;
H56-011A10;MINI CRUMB VACUUM CLEANER; 157 ; 466,09 ; 73.176,17   ; 15.367,00   ; 88.543,17   ;247538A;JUAN113;;
H56-001B60;AIR FRYER PAPER; 15.000 ; 639,37 ; 9.590.594,83   ; 2.014.024,91   ; 11.604.619,74   ;246322N;JUAN112;;
H55-009H5;COSMETIC CASE; 1.000 ; 690,52 ; 690.522,83   ; 145.009,79   ; 835.532,62   ;246322N;JUAN112;;
H55-009D5;COSMETIC CASE; 1.000 ; 664,95 ; 664.947,91   ; 139.639,06   ; 804.586,97   ;246322N;JUAN112;;
H55-009E5;COSMETIC CASE; 1.000 ; 664,95 ; 664.947,91   ; 139.639,06   ; 804.586,97   ;246322N;JUAN112;;
H55-009F5;COSMETIC CASE; 1.000 ; 664,95 ; 664.947,91   ; 139.639,06   ; 804.586,97   ;246322N;JUAN112;;
H60B-017M10;PLASTIC BOX; 1.440 ; 434,77 ; 626.074,03   ; 131.475,55   ; 757.549,58   ;246322N;JUAN112;;
H55-009I5;COSMETIC CASE; 1.000 ; 613,80 ; 613.798,07   ; 128.897,59   ; 742.695,66   ;246322N;JUAN112;;
H60-018Z5;METAL BUCKET; 240 ; 2.506,34 ; 601.522,11   ; 126.319,64   ; 727.841,75   ;246322N;JUAN112;;
H60-019A5;METAL BUCKET; 240 ; 2.506,34 ; 601.522,11   ; 126.319,64   ; 727.841,75   ;246322N;JUAN112;;
H60-019B5;METAL BUCKET; 240 ; 2.506,34 ; 601.522,11   ; 126.319,64   ; 727.841,75   ;246322N;JUAN112;;
H60-018T5;METAL BUCKET; 240 ; 2.429,62 ; 583.108,17   ; 122.452,71   ; 705.560,88   ;246322N;JUAN112;;
H60-018U5;METAL BUCKET; 240 ; 2.429,62 ; 583.108,17   ; 122.452,71   ; 705.560,88   ;246322N;JUAN112;;
H60-018V5;METAL BUCKET; 240 ; 2.404,04 ; 576.970,18   ; 121.163,74   ; 698.133,92   ;246322N;JUAN112;;
H55-009C3;COSMETIC CASE; 600 ; 843,97 ; 506.383,41   ; 106.340,52   ; 612.723,92   ;246322N;JUAN112;;
H60B-011S5;STEEL HOLDER; 240 ; 2.045,99 ; 491.038,46   ; 103.118,08   ; 594.156,53   ;246322N;JUAN112;;
H60B-011T5;STEEL HOLDER; 240 ; 2.045,99 ; 491.038,46   ; 103.118,08   ; 594.156,53   ;246322N;JUAN112;;
H60B-011U5;STEEL HOLDER; 240 ; 2.045,99 ; 491.038,46   ; 103.118,08   ; 594.156,53   ;246322N;JUAN112;;
H56-006V5;PLASTIC OFFICE ITEM; 720 ; 613,80 ; 441.934,61   ; 92.806,27   ; 534.740,88   ;246322N;JUAN112;;
H56-006W5;PLASTIC OFFICE ITEM; 720 ; 613,80 ; 441.934,61   ; 92.806,27   ; 534.740,88   ;246322N;JUAN112;;
H56-006I7;PLASTIC ORNAMENT; 672 ; 613,80 ; 412.472,30   ; 86.619,18   ; 499.091,49   ;246322N;JUAN112;;
H56-006J7;PLASTIC ORNAMENT; 672 ; 613,80 ; 412.472,30   ; 86.619,18   ; 499.091,49   ;246322N;JUAN112;;
H56-006H7;PLASTIC ORNAMENT; 672 ; 588,22 ; 395.285,96   ; 83.010,05   ; 478.296,01   ;246322N;JUAN112;;
H56-006K7;PLASTIC ORNAMENT; 672 ; 588,22 ; 395.285,96   ; 83.010,05   ; 478.296,01   ;246322N;JUAN112;;
H56-006L7;PLASTIC OFFICE ITEM; 672 ; 588,22 ; 395.285,96   ; 83.010,05   ; 478.296,01   ;246322N;JUAN112;;
H56-006M7;PLASTIC OFFICE ITEM; 672 ; 588,22 ; 395.285,96   ; 83.010,05   ; 478.296,01   ;246322N;JUAN112;;
H56-006Z5;PLASTIC OFFICE ITEM; 720 ; 537,07 ; 386.692,78   ; 81.205,48   ; 467.898,27   ;246322N;JUAN112;;
H56-006Y5;PLASTIC OFFICE ITEM; 720 ; 511,50 ; 368.278,84   ; 77.338,56   ; 445.617,40   ;246322N;JUAN112;;
H56-007A5;PLASTIC OFFICE ITEM; 720 ; 511,50 ; 368.278,84   ; 77.338,56   ; 445.617,40   ;246322N;JUAN112;;
CO-116-1035;PLASTIC BIJOU; 2.000 ; 179,02 ; 358.048,87   ; 75.190,26   ; 433.239,14   ;246322N;JUAN112;;
H60B-016B15;PLASTIC BOX; 480 ; 741,67 ; 356.002,88   ; 74.760,60   ; 430.763,48   ;246322N;JUAN112;;
H56-006P5;PLASTIC OFFICE ITEM; 720 ; 485,92 ; 349.864,90   ; 73.471,63   ; 423.336,53   ;246322N;JUAN112;;
H56-006Q5;PLASTIC OFFICE ITEM; 720 ; 485,92 ; 349.864,90   ; 73.471,63   ; 423.336,53   ;246322N;JUAN112;;
H56-006R5;PLASTIC OFFICE ITEM; 720 ; 485,92 ; 349.864,90   ; 73.471,63   ; 423.336,53   ;246322N;JUAN112;;
H56-006S5;PLASTIC OFFICE ITEM; 720 ; 485,92 ; 349.864,90   ; 73.471,63   ; 423.336,53   ;246322N;JUAN112;;
H56-006T5;PLASTIC OFFICE ITEM; 720 ; 485,92 ; 349.864,90   ; 73.471,63   ; 423.336,53   ;246322N;JUAN112;;
H56-006U5;PLASTIC OFFICE ITEM; 720 ; 485,92 ; 349.864,90   ; 73.471,63   ; 423.336,53   ;246322N;JUAN112;;
H56-006N5;PLASTIC OFFICE ITEM; 720 ; 460,35 ; 331.450,96   ; 69.604,70   ; 401.055,66   ;246322N;JUAN112;;
H56-006O5;PLASTIC OFFICE ITEM; 720 ; 434,77 ; 313.037,02   ; 65.737,77   ; 378.774,79   ;246322N;JUAN112;;
H56-007B5;PLASTIC OFFICE ITEM; 720 ; 434,77 ; 313.037,02   ; 65.737,77   ; 378.774,79   ;246322N;JUAN112;;
H56-007C5;PLASTIC OFFICE ITEM; 720 ; 434,77 ; 313.037,02   ; 65.737,77   ; 378.774,79   ;246322N;JUAN112;;
H56-007D5;PLASTIC OFFICE ITEM; 720 ; 434,77 ; 313.037,02   ; 65.737,77   ; 378.774,79   ;246322N;JUAN112;;
H56-007E5;PLASTIC OFFICE ITEM; 720 ; 434,77 ; 313.037,02   ; 65.737,77   ; 378.774,79   ;246322N;JUAN112;;
AR-152-1155;BIJOU; 1.416 ; 204,60 ; 289.712,69   ; 60.839,66   ; 350.552,35   ;246322N;JUAN112;;
PU-121-1047;BIJOU; 1.200 ; 204,60 ; 245.519,23   ; 51.559,04   ; 297.078,27   ;246322N;JUAN112;;
LK55-032B5;SCISSORS; 500 ; 358,05 ; 179.024,44   ; 37.595,13   ; 216.619,57   ;246322N;JUAN112;;
AR-152-1218;BIJOU; 1.000 ; 179,02 ; 179.024,44   ; 37.595,13   ; 216.619,57   ;246322N;JUAN112;;
TO-128-1033;BIJOU; 1.013 ; 153,45 ; 155.444,36   ; 32.643,32   ; 188.087,68   ;246322N;JUAN112;;
TO-128-1038;BIJOU; 1.001 ; 153,45 ; 153.602,97   ; 32.256,62   ; 185.859,59   ;246322N;JUAN112;;
LK55-032A5;CANDLE TOOL; 500 ; 281,32 ; 140.662,06   ; 29.539,03   ; 170.201,09   ;246322N;JUAN112;;
CO-114-1028;BIJOU; 600 ; 204,60 ; 122.759,61   ; 25.779,52   ; 148.539,13   ;246322N;JUAN112;;
CO-114-1027;BIJOU; 600 ; 179,02 ; 107.414,66   ; 22.557,08   ; 129.971,74   ;246322N;JUAN112;;
CO-114-1029;BIJOU; 600 ; 179,02 ; 107.414,66   ; 22.557,08   ; 129.971,74   ;246322N;JUAN112;;
CO-114-1032;BIJOU; 624 ; 153,45 ; 95.752,50   ; 20.108,02   ; 115.860,52   ;246322N;JUAN112;;
CO-114-1033;BIJOU; 612 ; 153,45 ; 93.911,10   ; 19.721,33   ; 113.632,44   ;246322N;JUAN112;;
CO-114-1034;BIJOU; 600 ; 153,45 ; 92.069,71   ; 19.334,64   ; 111.404,35   ;246322N;JUAN112;;
vi-178-1164;FESTIVAL ITEM; 600 ; 153,45 ; 92.069,71   ; 19.334,64   ; 111.404,35   ;246322N;JUAN112;;
vi-178-1165;FESTIVAL ITEM; 600 ; 153,45 ; 92.069,71   ; 19.334,64   ; 111.404,35   ;246322N;JUAN112;;
vi-178-1166;FESTIVAL ITEM; 600 ; 153,45 ; 92.069,71   ; 19.334,64   ; 111.404,35   ;246322N;JUAN112;;
vi-178-1167;FESTIVAL ITEM; 600 ; 153,45 ; 92.069,71   ; 19.334,64   ; 111.404,35   ;246322N;JUAN112;;
vi-178-1168;FESTIVAL ITEM; 600 ; 153,45 ; 92.069,71   ; 19.334,64   ; 111.404,35   ;246322N;JUAN112;;
vi-178-1169;FESTIVAL ITEM; 600 ; 153,45 ; 92.069,71   ; 19.334,64   ; 111.404,35   ;246322N;JUAN112;;
vi-178-1170;FESTIVAL ITEM; 600 ; 153,45 ; 92.069,71   ; 19.334,64   ; 111.404,35   ;246322N;JUAN112;;
vi-178-1171;FESTIVAL ITEM; 600 ; 153,45 ; 92.069,71   ; 19.334,64   ; 111.404,35   ;246322N;JUAN112;;
vi-178-1172;FESTIVAL ITEM; 600 ; 153,45 ; 92.069,71   ; 19.334,64   ; 111.404,35   ;246322N;JUAN112;;
vi-178-1173;FESTIVAL ITEM; 600 ; 153,45 ; 92.069,71   ; 19.334,64   ; 111.404,35   ;246322N;JUAN112;;
vi-178-1174;FESTIVAL ITEM; 600 ; 153,45 ; 92.069,71   ; 19.334,64   ; 111.404,35   ;246322N;JUAN112;;
vi-178-1175;FESTIVAL ITEM; 600 ; 153,45 ; 92.069,71   ; 19.334,64   ; 111.404,35   ;246322N;JUAN112;;
vi-178-1176;FESTIVAL ITEM; 600 ; 153,45 ; 92.069,71   ; 19.334,64   ; 111.404,35   ;246322N;JUAN112;;
vi-178-1177;FESTIVAL ITEM; 600 ; 153,45 ; 92.069,71   ; 19.334,64   ; 111.404,35   ;246322N;JUAN112;;
CON-118-1047;BIJOU; 360 ; 230,17 ; 82.862,74   ; 17.401,18   ; 100.263,91   ;246322N;JUAN112;;
PU-127-1033;BIJOU; 396 ; 204,60 ; 81.021,35   ; 17.014,48   ; 98.035,83   ;246322N;JUAN112;;
H51-007A30;PLASTIC MOULD; 6.000 ; 429,15 ; 2.574.870,69   ; 540.722,84   ; 3.115.593,53   ;222622K;JUAN111;;
H47-015B7;MICROFIBER TOWEL; 700 ; 1.421,54 ; 995.080,23   ; 208.966,85   ; 1.204.047,08   ;222622K;JUAN111;;
LK55-026A10;PLASTIC MOULD; 2.400 ; 348,68 ; 836.832,97   ; 175.734,92   ; 1.012.567,90   ;222622K;JUAN111;;
H51-007C10;PLASTIC MOULD; 1.200 ; 590,07 ; 708.089,44   ; 148.698,78   ; 856.788,22   ;222622K;JUAN111;;
H52-030R7;PLASTIC MOULD; 1.008 ; 590,07 ; 594.795,13   ; 124.906,98   ; 719.702,11   ;222622K;JUAN111;;
H52-030O7;PLASTIC MOULD; 1.008 ; 563,25 ; 567.758,99   ; 119.229,39   ; 686.988,37   ;222622K;JUAN111;;
H52-030J7;PLASTIC MOULD; 1.008 ; 509,61 ; 513.686,70   ; 107.874,21   ; 621.560,91   ;222622K;JUAN111;;
H50-026E5;PLASTIC MOULD; 1.800 ; 214,57 ; 386.230,60   ; 81.108,43   ; 467.339,03   ;222622K;JUAN111;;
H50-026G5;PLASTIC MOULD; 1.800 ; 214,57 ; 386.230,60   ; 81.108,43   ; 467.339,03   ;222622K;JUAN111;;
H50-026I5;PLASTIC MOULD; 1.800 ; 214,57 ; 386.230,60   ; 81.108,43   ; 467.339,03   ;222622K;JUAN111;;
H50-026J5;PLASTIC MOULD; 1.800 ; 214,57 ; 386.230,60   ; 81.108,43   ; 467.339,03   ;222622K;JUAN111;;
H50-026K5;PLASTIC MOULD; 1.800 ; 214,57 ; 386.230,60   ; 81.108,43   ; 467.339,03   ;222622K;JUAN111;;
H50-026F5;PLASTIC MOULD; 1.800 ; 187,75 ; 337.951,78   ; 70.969,87   ; 408.921,65   ;222622K;JUAN111;;
H50-026H5;PLASTIC MOULD; 1.800 ; 187,75 ; 337.951,78   ; 70.969,87   ; 408.921,65   ;222622K;JUAN111;;
H50-026L5;PLASTIC MOULD; 1.800 ; 187,75 ; 337.951,78   ; 70.969,87   ; 408.921,65   ;222622K;JUAN111;;
H50-026M5;PLASTIC MOULD; 1.800 ; 187,75 ; 337.951,78   ; 70.969,87   ; 408.921,65   ;222622K;JUAN111;;
H50-026N5;PLASTIC MOULD; 1.800 ; 187,75 ; 337.951,78   ; 70.969,87   ; 408.921,65   ;222622K;JUAN111;;
H50-017B3;PLASTIC MOULD; 600 ; 375,50 ; 225.301,19   ; 47.313,25   ; 272.614,43   ;222622K;JUAN111;;
H50-017R3;PLASTIC MOULD; 300 ; 697,36 ; 209.208,24   ; 43.933,73   ; 253.141,97   ;222622K;JUAN111;;
H50-018N3;PLASTIC MOULD; 600 ; 321,86 ; 193.115,30   ; 40.554,21   ; 233.669,51   ;222622K;JUAN111;;
H50-017L3;PLASTIC MOULD; 600 ; 295,04 ; 177.022,36   ; 37.174,70   ; 214.197,06   ;222622K;JUAN111;;
H50-017O3;PLASTIC MOULD; 600 ; 295,04 ; 177.022,36   ; 37.174,70   ; 214.197,06   ;222622K;JUAN111;;
H50-018B3;PLASTIC MOULD; 600 ; 295,04 ; 177.022,36   ; 37.174,70   ; 214.197,06   ;222622K;JUAN111;;
H50-017W3;PLASTIC MOULD; 600 ; 268,22 ; 160.929,42   ; 33.795,18   ; 194.724,60   ;222622K;JUAN111;;
H50-018Q3;PLASTIC MOULD; 600 ; 268,22 ; 160.929,42   ; 33.795,18   ; 194.724,60   ;222622K;JUAN111;;
H50-018R3;PLASTIC MOULD; 600 ; 268,22 ; 160.929,42   ; 33.795,18   ; 194.724,60   ;222622K;JUAN111;;
H50-026B3;PLASTIC DOMESTIC ITEM; 1.200 ; 134,11 ; 160.929,42   ; 33.795,18   ; 194.724,60   ;222622K;JUAN111;;
H52-030S3;METAL SPATULE ; 288 ; 509,61 ; 146.767,63   ; 30.821,20   ; 177.588,83   ;222622K;JUAN111;;
H50-017U2;PLASTIC MOULD; 200 ; 724,18 ; 144.836,48   ; 30.415,66   ; 175.252,14   ;222622K;JUAN111;;
H50-017A3;PLASTIC MOULD; 600 ; 214,57 ; 128.743,53   ; 27.036,14   ; 155.779,68   ;222622K;JUAN111;;
H50-017E3;PLASTIC MOULD; 600 ; 214,57 ; 128.743,53   ; 27.036,14   ; 155.779,68   ;222622K;JUAN111;;
H50-017S3;PLASTIC MOULD; 600 ; 214,57 ; 128.743,53   ; 27.036,14   ; 155.779,68   ;222622K;JUAN111;;
H50-018D3;PLASTIC MOULD; 600 ; 214,57 ; 128.743,53   ; 27.036,14   ; 155.779,68   ;222622K;JUAN111;;
H50-018E3;PLASTIC MOULD; 600 ; 214,57 ; 128.743,53   ; 27.036,14   ; 155.779,68   ;222622K;JUAN111;;
H50-018F3;PLASTIC MOULD; 600 ; 214,57 ; 128.743,53   ; 27.036,14   ; 155.779,68   ;222622K;JUAN111;;
H50-018P3;PLASTIC MOULD; 600 ; 214,57 ; 128.743,53   ; 27.036,14   ; 155.779,68   ;222622K;JUAN111;;
H50-017T3;PLASTIC MOULD; 600 ; 187,75 ; 112.650,59   ; 23.656,62   ; 136.307,22   ;222622K;JUAN111;;
H50-018J3;PLASTIC MOULD; 600 ; 187,75 ; 112.650,59   ; 23.656,62   ; 136.307,22   ;222622K;JUAN111;;
H50-018K3;PLASTIC MOULD; 600 ; 187,75 ; 112.650,59   ; 23.656,62   ; 136.307,22   ;222622K;JUAN111;;
H50-018S3;PLASTIC MOULD; 600 ; 187,75 ; 112.650,59   ; 23.656,62   ; 136.307,22   ;222622K;JUAN111;;
H50-017C3;PLASTIC MOULD; 600 ; 160,93 ; 96.557,65   ; 20.277,11   ; 116.834,76   ;222622K;JUAN111;;
H50-017F3;PLASTIC MOULD; 600 ; 160,93 ; 96.557,65   ; 20.277,11   ; 116.834,76   ;222622K;JUAN111;;
H50-017K3;PLASTIC MOULD; 600 ; 160,93 ; 96.557,65   ; 20.277,11   ; 116.834,76   ;222622K;JUAN111;;
H50-017P3;PLASTIC MOULD; 600 ; 160,93 ; 96.557,65   ; 20.277,11   ; 116.834,76   ;222622K;JUAN111;;
H50-017Q3;PLASTIC MOULD; 600 ; 160,93 ; 96.557,65   ; 20.277,11   ; 116.834,76   ;222622K;JUAN111;;
H50-017V1;PLASTIC MOULD; 100 ; 965,58 ; 96.557,65   ; 20.277,11   ; 116.834,76   ;222622K;JUAN111;;
H50-017X3;PLASTIC MOULD; 600 ; 160,93 ; 96.557,65   ; 20.277,11   ; 116.834,76   ;222622K;JUAN111;;
H50-017Y3;PLASTIC MOULD; 600 ; 160,93 ; 96.557,65   ; 20.277,11   ; 116.834,76   ;222622K;JUAN111;;
H50-018G3;PLASTIC MOULD; 600 ; 160,93 ; 96.557,65   ; 20.277,11   ; 116.834,76   ;222622K;JUAN111;;
H50-018U2;PLASTIC MOULD; 400 ; 214,57 ; 85.829,02   ; 18.024,09   ; 103.853,12   ;222622K;JUAN111;;
H50-018V2;PLASTIC MOULD; 400 ; 214,57 ; 85.829,02   ; 18.024,09   ; 103.853,12   ;222622K;JUAN111;;
H50-017G3;PLASTIC MOULD; 600 ; 134,11 ; 80.464,71   ; 16.897,59   ; 97.362,30   ;222622K;JUAN111;;
H50-017I3;PLASTIC MOULD; 600 ; 134,11 ; 80.464,71   ; 16.897,59   ; 97.362,30   ;222622K;JUAN111;;
H50-017N3;PLASTIC MOULD; 600 ; 134,11 ; 80.464,71   ; 16.897,59   ; 97.362,30   ;222622K;JUAN111;;
H50-018L3;PLASTIC MOULD; 600 ; 134,11 ; 80.464,71   ; 16.897,59   ; 97.362,30   ;222622K;JUAN111;;
H50-018M3;PLASTIC MOULD; 600 ; 134,11 ; 80.464,71   ; 16.897,59   ; 97.362,30   ;222622K;JUAN111;;
H50-018O3;PLASTIC MOULD; 600 ; 134,11 ; 80.464,71   ; 16.897,59   ; 97.362,30   ;222622K;JUAN111;;
H50-017Z2;PLASTIC MOULD; 400 ; 187,75 ; 75.100,40   ; 15.771,08   ; 90.871,48   ;222622K;JUAN111;;
H50-017H2;PLASTIC MOULD; 400 ; 160,93 ; 64.371,77   ; 13.518,07   ; 77.889,84   ;222622K;JUAN111;;
H50-017J3;PLASTIC MOULD; 600 ; 107,29 ; 64.371,77   ; 13.518,07   ; 77.889,84   ;222622K;JUAN111;;
H50-017M3;PLASTIC MOULD; 600 ; 107,29 ; 64.371,77   ; 13.518,07   ; 77.889,84   ;222622K;JUAN111;;
H50-018C2;PLASTIC MOULD; 400 ; 134,11 ; 53.643,14   ; 11.265,06   ; 64.908,20   ;222622K;JUAN111;;
H50-017D3;PLASTIC MOULD; 600 ; 80,46 ; 48.278,83   ; 10.138,55   ; 58.417,38   ;222622K;JUAN111;;
H49-001C70;CHRISTMAS LIGHT; 7.000 ; 1.064,86 ; 7.454.044,30   ; 1.565.349,30   ; 9.019.393,60   ;221532J;JUAN110;;
H49-001R40;CHRISTMAS LIGHT; 4.000 ; 1.091,49 ; 4.365.940,23   ; 916.847,45   ; 5.282.787,68   ;221532J;JUAN110;;
H55-007G25;STEEL TOOLS; 4.800 ; 212,97 ; 1.022.268,93   ; 214.676,48   ; 1.236.945,41   ;221532J;JUAN110;;
H53-012B10;PLASTIC MAT; 1.200 ; 638,92 ; 766.701,70   ; 161.007,36   ; 927.709,06   ;221532J;JUAN110;;
H60-012I5;STEEL HOLDER; 240 ; 3.194,59 ; 766.701,70   ; 161.007,36   ; 927.709,06   ;221532J;JUAN110;;
LK53-030N10;PLASTIC MOULD; 1.000 ; 718,78 ; 718.782,84   ; 150.944,40   ; 869.727,24   ;221532J;JUAN110;;
H60-010D5;STEEL HOLDER; 180 ; 3.993,24 ; 718.782,84   ; 150.944,40   ; 869.727,24   ;221532J;JUAN110;;
H52-030H10;PLASTIC MOULD; 3.600 ; 186,35 ; 670.863,99   ; 140.881,44   ; 811.745,42   ;221532J;JUAN110;;
H55-007E25;STEEL TOOLS; 3.600 ; 186,35 ; 670.863,99   ; 140.881,44   ; 811.745,42   ;221532J;JUAN110;;
H55-007F25;STEEL TOOLS; 3.600 ; 186,35 ; 670.863,99   ; 140.881,44   ; 811.745,42   ;221532J;JUAN110;;
H52-030P7;PLASTIC MOULD; 1.008 ; 638,92 ; 644.029,43   ; 135.246,18   ; 779.275,61   ;221532J;JUAN110;;
H55-007A10;STEEL TOOLS; 3.000 ; 212,97 ; 638.918,08   ; 134.172,80   ; 773.090,88   ;221532J;JUAN110;;
H60-011I5;BATHROOM FLOOR CARPET; 240 ; 2.502,43 ; 600.583,00   ; 126.122,43   ; 726.705,43   ;221532J;JUAN110;;
H60-011J5;BATHROOM FLOOR CARPET; 240 ; 2.502,43 ; 600.583,00   ; 126.122,43   ; 726.705,43   ;221532J;JUAN110;;
H60-010B5;BATHROOM FLOOR CARPET; 240 ; 2.395,94 ; 575.026,27   ; 120.755,52   ; 695.781,79   ;221532J;JUAN110;;
H60-010C5;BATHROOM FLOOR CARPET; 240 ; 2.395,94 ; 575.026,27   ; 120.755,52   ; 695.781,79   ;221532J;JUAN110;;
H60-012F5;BATHROOM FLOOR CARPET; 240 ; 2.395,94 ; 575.026,27   ; 120.755,52   ; 695.781,79   ;221532J;JUAN110;;
H60-012K5;BATHROOM FLOOR CARPET; 240 ; 2.395,94 ; 575.026,27   ; 120.755,52   ; 695.781,79   ;221532J;JUAN110;;
H60-012L5;BATHROOM FLOOR CARPET; 240 ; 2.395,94 ; 575.026,27   ; 120.755,52   ; 695.781,79   ;221532J;JUAN110;;
H52-030K7;PLASTIC MOULD; 1.008 ; 559,05 ; 563.525,75   ; 118.340,41   ; 681.866,16   ;221532J;JUAN110;;
H52-030M7;PLASTIC MOULD; 1.008 ; 559,05 ; 563.525,75   ; 118.340,41   ; 681.866,16   ;221532J;JUAN110;;
H52-030N7;PLASTIC MOULD; 1.008 ; 559,05 ; 563.525,75   ; 118.340,41   ; 681.866,16   ;221532J;JUAN110;;
H52-030Q7;PLASTIC MOULD; 1.008 ; 559,05 ; 563.525,75   ; 118.340,41   ; 681.866,16   ;221532J;JUAN110;;
H60-012P5;BATHROOM FLOOR CARPET; 240 ; 2.342,70 ; 562.247,91   ; 118.072,06   ; 680.319,97   ;221532J;JUAN110;;
H52-030I7;PLASTIC MOULD; 1.008 ; 532,43 ; 536.691,19   ; 112.705,15   ; 649.396,34   ;221532J;JUAN110;;
H52-030L7;PLASTIC MOULD; 1.008 ; 532,43 ; 536.691,19   ; 112.705,15   ; 649.396,34   ;221532J;JUAN110;;
LK55-031A5;PLASTIC CAKE SLEEVE; 2.400 ; 212,97 ; 511.134,47   ; 107.338,24   ; 618.472,70   ;221532J;JUAN110;;
LK55-031B5;PLASTIC CAKE SLEEVE; 2.400 ; 212,97 ; 511.134,47   ; 107.338,24   ; 618.472,70   ;221532J;JUAN110;;
H60-013B5;STEEL HOLDER; 120 ; 3.993,24 ; 479.188,56   ; 100.629,60   ; 579.818,16   ;221532J;JUAN110;;
H60-013C5;STEEL HOLDER; 120 ; 3.993,24 ; 479.188,56   ; 100.629,60   ; 579.818,16   ;221532J;JUAN110;;
LK60-023H5;PLASTIC MOULD; 300 ; 1.490,81 ; 447.242,66   ; 93.920,96   ; 541.163,62   ;221532J;JUAN110;;
LK55-031D5;PLASTIC MOULD; 1.200 ; 346,08 ; 415.296,75   ; 87.212,32   ; 502.509,07   ;221532J;JUAN110;;
LK55-028A5;PLASTIC MOULD; 1.200 ; 319,46 ; 383.350,85   ; 80.503,68   ; 463.854,53   ;221532J;JUAN110;;
H60-012Z5;BATHROOM FLOOR CARPET; 240 ; 1.597,30 ; 383.350,85   ; 80.503,68   ; 463.854,53   ;221532J;JUAN110;;
LK60-023I3;PLASTIC MOULD; 300 ; 1.171,35 ; 351.404,95   ; 73.795,04   ; 425.199,98   ;221532J;JUAN110;;
H60-012R5;BATHROOM FLOOR CARPET; 144 ; 2.316,08 ; 333.515,24   ; 70.038,20   ; 403.553,44   ;221532J;JUAN110;;
H55-007D10;STEEL TOOLS; 960 ; 346,08 ; 332.237,40   ; 69.769,85   ; 402.007,26   ;221532J;JUAN110;;
LK55-028B5;PLASTIC MOULD; 1.200 ; 266,22 ; 319.459,04   ; 67.086,40   ; 386.545,44   ;221532J;JUAN110;;
LK60-023K3;PLASTIC MOULD; 600 ; 532,43 ; 319.459,04   ; 67.086,40   ; 386.545,44   ;221532J;JUAN110;;
H52-030D5;PLASTIC TOOL; 576 ; 532,43 ; 306.680,68   ; 64.402,94   ; 371.083,62   ;221532J;JUAN110;;
H52-030E5;PLASTIC TOOL; 720 ; 425,95 ; 306.680,68   ; 64.402,94   ; 371.083,62   ;221532J;JUAN110;;
H52-030T3;STEEL CLAWS; 432 ; 638,92 ; 276.012,61   ; 57.962,65   ; 333.975,26   ;221532J;JUAN110;;
LK60-023F3;PLASTIC MOULD; 300 ; 905,13 ; 271.540,19   ; 57.023,44   ; 328.563,62   ;221532J;JUAN110;;
LK60-023L3;PLASTIC MOULD; 300 ; 825,27 ; 247.580,76   ; 51.991,96   ; 299.572,72   ;221532J;JUAN110;;
H55-007H10;STEEL TOOLS; 960 ; 239,59 ; 230.010,51   ; 48.302,21   ; 278.312,72   ;221532J;JUAN110;;
H60-012Q5;BATHROOM FLOOR CARPET; 96 ; 2.342,70 ; 224.899,17   ; 47.228,82   ; 272.127,99   ;221532J;JUAN110;;
H52-030A3;PLASTIC TOOL; 432 ; 452,57 ; 195.508,93   ; 41.056,88   ; 236.565,81   ;221532J;JUAN110;;
H53A-060A4;GUZHENG; 4 ; 47.918,86 ; 191.675,42   ; 40.251,84   ; 231.927,26   ;221532J;JUAN110;;
H50-031C1;HAIR ACCESORY; 180 ; 1.011,62 ; 182.091,65   ; 38.239,25   ; 220.330,90   ;221532J;JUAN110;;
H52-030C3;PLASTIC TOOL; 432 ; 372,70 ; 161.007,36   ; 33.811,54   ; 194.818,90   ;221532J;JUAN110;;
LK60-023J3;PLASTIC MOULD; 600 ; 266,22 ; 159.729,52   ; 33.543,20   ; 193.272,72   ;221532J;JUAN110;;
H50-031D1;HAIR ACCESORY; 180 ; 878,51 ; 158.132,23   ; 33.207,77   ; 191.339,99   ;221532J;JUAN110;;
H50-031H1;HAIR ACCESORY; 180 ; 851,89 ; 153.340,34   ; 32.201,47   ; 185.541,81   ;221532J;JUAN110;;
H50-031F1;HAIR ACCESORY; 180 ; 825,27 ; 148.548,45   ; 31.195,18   ; 179.743,63   ;221532J;JUAN110;;
H50-031E1;HAIR ACCESORY; 180 ; 798,65 ; 143.756,57   ; 30.188,88   ; 173.945,45   ;221532J;JUAN110;;
H50-031G1;HAIR ACCESORY; 180 ; 798,65 ; 143.756,57   ; 30.188,88   ; 173.945,45   ;221532J;JUAN110;;
LK55-029B2;PLASTIC JAR; 400 ; 346,08 ; 138.432,25   ; 29.070,77   ; 167.503,02   ;221532J;JUAN110;;
